city_name;city_code;Indicator;unit;year;value
Koblenz;DEB1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;58.9
Koblenz;DEB1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;89.0
Koblenz;DEB1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;94.2
Koblenz;DEB1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;98.2
Koblenz;DEB1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;67.3
Koblenz;DEB1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;69.8
Koblenz;DEB1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;71.5
Koblenz;DEB1;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;87.9
Koblenz;DEB1;Median age of population - females;Year;2016;48.5
Koblenz;DEB1;Median age of population - females;Year;2020;49.4
Koblenz;DEB1;Median age of population - females;Year;2022;49.6
Koblenz;DEB1;Median age of population;Year;2016;47.3
Koblenz;DEB1;Median age of population;Year;2020;47.9
Koblenz;DEB1;Median age of population;Year;2022;47.9
Koblenz;DEB1;Median age of population - males;Year;2016;46.1
Koblenz;DEB1;Median age of population - males;Year;2020;46.3
Koblenz;DEB1;Median age of population - males;Year;2022;46.1
Koblenz;DEB1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;33.6
Koblenz;DEB1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;35.9
Koblenz;DEB1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;37.1
Koblenz;DEB1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;54.4
Koblenz;DEB1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;58.9
Koblenz;DEB1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;61.9
Koblenz;DEB1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;36.6
Koblenz;DEB1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;38.9
Koblenz;DEB1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;40.1
Koblenz;DEB1;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;43.9
Koblenz;DEB1;Women per 100 men;Percentage;2016;102.8
Koblenz;DEB1;Women per 100 men;Percentage;2020;102.4
Koblenz;DEB1;Women per 100 men;Percentage;2022;102.3
Koblenz;DEB1;Proportion of population aged 0-14 years;Percentage;2016;12.9
Koblenz;DEB1;Proportion of population aged 0-14 years;Percentage;2020;13.3
Koblenz;DEB1;Proportion of population aged 0-14 years;Percentage;2022;13.7
Koblenz;DEB1;Proportion of population aged 0-19 years;Percentage;2016;18.3
Koblenz;DEB1;Proportion of population aged 0-19 years;Percentage;2020;18.2
Koblenz;DEB1;Proportion of population aged 0-19 years;Percentage;2022;18.3
Koblenz;DEB1;Proportion of population aged 0-4 years;Percentage;2016;4.1
Koblenz;DEB1;Proportion of population aged 0-4 years;Percentage;2020;4.6
Koblenz;DEB1;Proportion of population aged 0-4 years;Percentage;2022;4.7
Koblenz;DEB1;Proportion of population aged 10-14 years;Percentage;2016;4.6
Koblenz;DEB1;Proportion of population aged 10-14 years;Percentage;2020;4.4
Koblenz;DEB1;Proportion of population aged 10-14 years;Percentage;2022;4.4
Koblenz;DEB1;Proportion of population aged 15-19 years;Percentage;2016;5.4
Koblenz;DEB1;Proportion of population aged 15-19 years;Percentage;2020;4.9
Koblenz;DEB1;Proportion of population aged 15-19 years;Percentage;2022;4.6
Koblenz;DEB1;Proportion of population aged 15-24 years;Percentage;2016;11.0
Koblenz;DEB1;Proportion of population aged 15-24 years;Percentage;2020;10.1
Koblenz;DEB1;Proportion of population aged 15-24 years;Percentage;2022;9.7
Koblenz;DEB1;Proportion of population aged 20-24 years;Percentage;2016;5.5
Koblenz;DEB1;Proportion of population aged 20-24 years;Percentage;2020;5.2
Koblenz;DEB1;Proportion of population aged 20-24 years;Percentage;2022;5.1
Koblenz;DEB1;Proportion of population aged 20-39 years;Percentage;2016;22.2
Koblenz;DEB1;Proportion of population aged 20-39 years;Percentage;2020;22.7
Koblenz;DEB1;Proportion of population aged 20-39 years;Percentage;2022;22.7
Koblenz;DEB1;Proportion of population aged 25-29 years;Percentage;2016;5.8
Koblenz;DEB1;Proportion of population aged 25-29 years;Percentage;2020;5.7
Koblenz;DEB1;Proportion of population aged 25-29 years;Percentage;2022;5.5
Koblenz;DEB1;Proportion of population aged 25-44 years;Percentage;2016;22.5
Koblenz;DEB1;Proportion of population aged 25-44 years;Percentage;2020;22.9
Koblenz;DEB1;Proportion of population aged 25-44 years;Percentage;2022;23.3
Koblenz;DEB1;Proportion of population aged 25-49 years;Percentage;2016;30.6
Koblenz;DEB1;Proportion of population aged 25-49 years;Percentage;2020;29.1
Koblenz;DEB1;Proportion of population aged 25-49 years;Percentage;2022;29.0
Koblenz;DEB1;Proportion of population aged 30-34 years;Percentage;2016;5.5
Koblenz;DEB1;Proportion of population aged 30-34 years;Percentage;2020;5.9
Koblenz;DEB1;Proportion of population aged 30-34 years;Percentage;2022;6.2
Koblenz;DEB1;Proportion of population aged 35-39 years;Percentage;2016;5.4
Koblenz;DEB1;Proportion of population aged 35-39 years;Percentage;2020;5.8
Koblenz;DEB1;Proportion of population aged 35-39 years;Percentage;2022;5.9
Koblenz;DEB1;Proportion of population aged 40-44 years;Percentage;2016;5.8
Koblenz;DEB1;Proportion of population aged 40-44 years;Percentage;2020;5.5
Koblenz;DEB1;Proportion of population aged 40-44 years;Percentage;2022;5.8
Koblenz;DEB1;Proportion of population aged 40-59 years;Percentage;2016;30.7
Koblenz;DEB1;Proportion of population aged 40-59 years;Percentage;2020;28.8
Koblenz;DEB1;Proportion of population aged 40-59 years;Percentage;2022;27.8
Koblenz;DEB1;Proportion of population aged 45-49 years;Percentage;2016;8.1
Koblenz;DEB1;Proportion of population aged 45-49 years;Percentage;2020;6.2
Koblenz;DEB1;Proportion of population aged 45-49 years;Percentage;2022;5.6
Koblenz;DEB1;Proportion of population aged 45-64 years;Percentage;2016;31.8
Koblenz;DEB1;Proportion of population aged 45-64 years;Percentage;2020;30.7
Koblenz;DEB1;Proportion of population aged 45-64 years;Percentage;2022;29.9
Koblenz;DEB1;Proportion of population aged 50-54 years;Percentage;2016;8.9
Koblenz;DEB1;Proportion of population aged 50-54 years;Percentage;2020;8.4
Koblenz;DEB1;Proportion of population aged 50-54 years;Percentage;2022;7.6
Koblenz;DEB1;Proportion of population aged 50-64 years;Percentage;2016;23.7
Koblenz;DEB1;Proportion of population aged 50-64 years;Percentage;2020;24.5
Koblenz;DEB1;Proportion of population aged 50-64 years;Percentage;2022;24.3
Koblenz;DEB1;Proportion of population aged 55-59 years;Percentage;2016;7.9
Koblenz;DEB1;Proportion of population aged 55-59 years;Percentage;2020;8.7
Koblenz;DEB1;Proportion of population aged 55-59 years;Percentage;2022;8.8
Koblenz;DEB1;Proportion of population aged 5-9 years;Percentage;2016;4.2
Koblenz;DEB1;Proportion of population aged 5-9 years;Percentage;2020;4.3
Koblenz;DEB1;Proportion of population aged 5-9 years;Percentage;2022;4.6
Koblenz;DEB1;Proportion of population aged 60-64 years;Percentage;2016;6.9
Koblenz;DEB1;Proportion of population aged 60-64 years;Percentage;2020;7.4
Koblenz;DEB1;Proportion of population aged 60-64 years;Percentage;2022;7.9
Koblenz;DEB1;Proportion of population aged 60-79 years;Percentage;2016;22.6
Koblenz;DEB1;Proportion of population aged 60-79 years;Percentage;2020;23.1
Koblenz;DEB1;Proportion of population aged 60-79 years;Percentage;2022;23.6
Koblenz;DEB1;Proportion of population aged 60 years and more;Percentage;2016;28.8
Koblenz;DEB1;Proportion of population aged 60 years and more;Percentage;2020;30.3
Koblenz;DEB1;Proportion of population aged 60 years and more;Percentage;2022;31.2
Koblenz;DEB1;Proportion of population aged 65-69 years;Percentage;2016;5.7
Koblenz;DEB1;Proportion of population aged 65-69 years;Percentage;2020;6.5
Koblenz;DEB1;Proportion of population aged 65-69 years;Percentage;2022;6.6
Koblenz;DEB1;Proportion of population aged 65-79 years;Percentage;2016;15.7
Koblenz;DEB1;Proportion of population aged 65-79 years;Percentage;2020;15.7
Koblenz;DEB1;Proportion of population aged 65-79 years;Percentage;2022;15.8
Koblenz;DEB1;Proportion of population aged 65 years and more;Percentage;2016;21.9
Koblenz;DEB1;Proportion of population aged 65 years and more;Percentage;2020;22.9
Koblenz;DEB1;Proportion of population aged 65 years and more;Percentage;2022;23.4
Koblenz;DEB1;Proportion of population aged 70-74 years;Percentage;2016;4.6
Koblenz;DEB1;Proportion of population aged 70-74 years;Percentage;2020;4.7
Koblenz;DEB1;Proportion of population aged 70-74 years;Percentage;2022;5.5
Koblenz;DEB1;Proportion of population aged 75-79 years;Percentage;2016;5.4
Koblenz;DEB1;Proportion of population aged 75-79 years;Percentage;2020;4.5
Koblenz;DEB1;Proportion of population aged 75-79 years;Percentage;2022;3.7
Koblenz;DEB1;Proportion of population aged 80-84 years;Percentage;2016;3.2
Koblenz;DEB1;Proportion of population aged 80-84 years;Percentage;2020;4.1
Koblenz;DEB1;Proportion of population aged 80-84 years;Percentage;2022;4.3
Koblenz;DEB1;Proportion of population aged 80 years and more;Percentage;2016;6.2
Koblenz;DEB1;Proportion of population aged 80 years and more;Percentage;2020;7.2
Koblenz;DEB1;Proportion of population aged 80 years and more;Percentage;2022;7.6
Koblenz;DEB1;Proportion of population aged 85 years and more;Percentage;2016;3.0
Koblenz;DEB1;Proportion of population aged 85 years and more;Percentage;2020;3.1
Koblenz;DEB1;Proportion of population aged 85 years and more;Percentage;2022;3.3
Koblenz;DEB1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;19.7
Koblenz;DEB1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;20.9
Koblenz;DEB1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;21.8
Koblenz;DEB1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;34.6
Koblenz;DEB1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;35.4
Koblenz;DEB1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;36.3
Koblenz;DEB1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;30.6
Koblenz;DEB1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;30.9
Koblenz;DEB1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;31.4
Koblenz;DEB1;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;44.0
Trier;DEB2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;49.2
Trier;DEB2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;52.8
Trier;DEB2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;54.6
Trier;DEB2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;82.3
Trier;DEB2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;87.0
Trier;DEB2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;90.4
Trier;DEB2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;62.6
Trier;DEB2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;64.9
Trier;DEB2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;66.4
Trier;DEB2;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;83.6
Trier;DEB2;Median age of population - females;Year;2016;46.6
Trier;DEB2;Median age of population - females;Year;2020;47.4
Trier;DEB2;Median age of population - females;Year;2022;47.6
Trier;DEB2;Median age of population;Year;2016;45.4
Trier;DEB2;Median age of population;Year;2020;46.1
Trier;DEB2;Median age of population;Year;2022;46.1
Trier;DEB2;Median age of population - males;Year;2016;43.9
Trier;DEB2;Median age of population - males;Year;2020;44.6
Trier;DEB2;Median age of population - males;Year;2022;44.6
Trier;DEB2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;29.7
Trier;DEB2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;32.4
Trier;DEB2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;33.7
Trier;DEB2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;48.4
Trier;DEB2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;53.1
Trier;DEB2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;56.0
Trier;DEB2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;32.4
Trier;DEB2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;35.0
Trier;DEB2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;36.3
Trier;DEB2;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;40.0
Trier;DEB2;Women per 100 men;Percentage;2016;100.5
Trier;DEB2;Women per 100 men;Percentage;2020;100.7
Trier;DEB2;Women per 100 men;Percentage;2022;100.5
Trier;DEB2;Proportion of population aged 0-14 years;Percentage;2016;13.0
Trier;DEB2;Proportion of population aged 0-14 years;Percentage;2020;13.3
Trier;DEB2;Proportion of population aged 0-14 years;Percentage;2022;13.5
Trier;DEB2;Proportion of population aged 0-19 years;Percentage;2016;18.6
Trier;DEB2;Proportion of population aged 0-19 years;Percentage;2020;18.1
Trier;DEB2;Proportion of population aged 0-19 years;Percentage;2022;18.1
Trier;DEB2;Proportion of population aged 0-4 years;Percentage;2016;4.3
Trier;DEB2;Proportion of population aged 0-4 years;Percentage;2020;4.6
Trier;DEB2;Proportion of population aged 0-4 years;Percentage;2022;4.5
Trier;DEB2;Proportion of population aged 10-14 years;Percentage;2016;4.5
Trier;DEB2;Proportion of population aged 10-14 years;Percentage;2020;4.4
Trier;DEB2;Proportion of population aged 10-14 years;Percentage;2022;4.4
Trier;DEB2;Proportion of population aged 15-19 years;Percentage;2016;5.5
Trier;DEB2;Proportion of population aged 15-19 years;Percentage;2020;4.8
Trier;DEB2;Proportion of population aged 15-19 years;Percentage;2022;4.6
Trier;DEB2;Proportion of population aged 15-24 years;Percentage;2016;12.0
Trier;DEB2;Proportion of population aged 15-24 years;Percentage;2020;10.7
Trier;DEB2;Proportion of population aged 15-24 years;Percentage;2022;10.2
Trier;DEB2;Proportion of population aged 20-24 years;Percentage;2016;6.5
Trier;DEB2;Proportion of population aged 20-24 years;Percentage;2020;5.9
Trier;DEB2;Proportion of population aged 20-24 years;Percentage;2022;5.6
Trier;DEB2;Proportion of population aged 20-39 years;Percentage;2016;25.0
Trier;DEB2;Proportion of population aged 20-39 years;Percentage;2020;24.8
Trier;DEB2;Proportion of population aged 20-39 years;Percentage;2022;24.6
Trier;DEB2;Proportion of population aged 25-29 years;Percentage;2016;6.6
Trier;DEB2;Proportion of population aged 25-29 years;Percentage;2020;6.4
Trier;DEB2;Proportion of population aged 25-29 years;Percentage;2022;6.2
Trier;DEB2;Proportion of population aged 25-44 years;Percentage;2016;24.4
Trier;DEB2;Proportion of population aged 25-44 years;Percentage;2020;24.7
Trier;DEB2;Proportion of population aged 25-44 years;Percentage;2022;25.0
Trier;DEB2;Proportion of population aged 25-49 years;Percentage;2016;32.2
Trier;DEB2;Proportion of population aged 25-49 years;Percentage;2020;31.0
Trier;DEB2;Proportion of population aged 25-49 years;Percentage;2022;30.8
Trier;DEB2;Proportion of population aged 30-34 years;Percentage;2016;6.1
Trier;DEB2;Proportion of population aged 30-34 years;Percentage;2020;6.3
Trier;DEB2;Proportion of population aged 30-34 years;Percentage;2022;6.6
Trier;DEB2;Proportion of population aged 35-39 years;Percentage;2016;5.7
Trier;DEB2;Proportion of population aged 35-39 years;Percentage;2020;6.2
Trier;DEB2;Proportion of population aged 35-39 years;Percentage;2022;6.2
Trier;DEB2;Proportion of population aged 40-44 years;Percentage;2016;5.9
Trier;DEB2;Proportion of population aged 40-44 years;Percentage;2020;5.8
Trier;DEB2;Proportion of population aged 40-44 years;Percentage;2022;6.0
Trier;DEB2;Proportion of population aged 40-59 years;Percentage;2016;29.9
Trier;DEB2;Proportion of population aged 40-59 years;Percentage;2020;28.7
Trier;DEB2;Proportion of population aged 40-59 years;Percentage;2022;27.9
Trier;DEB2;Proportion of population aged 45-49 years;Percentage;2016;7.8
Trier;DEB2;Proportion of population aged 45-49 years;Percentage;2020;6.3
Trier;DEB2;Proportion of population aged 45-49 years;Percentage;2022;5.8
Trier;DEB2;Proportion of population aged 45-64 years;Percentage;2016;30.6
Trier;DEB2;Proportion of population aged 45-64 years;Percentage;2020;30.1
Trier;DEB2;Proportion of population aged 45-64 years;Percentage;2022;29.4
Trier;DEB2;Proportion of population aged 50-54 years;Percentage;2016;8.7
Trier;DEB2;Proportion of population aged 50-54 years;Percentage;2020;8.2
Trier;DEB2;Proportion of population aged 50-54 years;Percentage;2022;7.5
Trier;DEB2;Proportion of population aged 50-64 years;Percentage;2016;22.8
Trier;DEB2;Proportion of population aged 50-64 years;Percentage;2020;23.8
Trier;DEB2;Proportion of population aged 50-64 years;Percentage;2022;23.7
Trier;DEB2;Proportion of population aged 55-59 years;Percentage;2016;7.5
Trier;DEB2;Proportion of population aged 55-59 years;Percentage;2020;8.5
Trier;DEB2;Proportion of population aged 55-59 years;Percentage;2022;8.6
Trier;DEB2;Proportion of population aged 5-9 years;Percentage;2016;4.3
Trier;DEB2;Proportion of population aged 5-9 years;Percentage;2020;4.4
Trier;DEB2;Proportion of population aged 5-9 years;Percentage;2022;4.5
Trier;DEB2;Proportion of population aged 60-64 years;Percentage;2016;6.6
Trier;DEB2;Proportion of population aged 60-64 years;Percentage;2020;7.2
Trier;DEB2;Proportion of population aged 60-64 years;Percentage;2022;7.6
Trier;DEB2;Proportion of population aged 60-79 years;Percentage;2016;20.6
Trier;DEB2;Proportion of population aged 60-79 years;Percentage;2020;21.6
Trier;DEB2;Proportion of population aged 60-79 years;Percentage;2022;22.3
Trier;DEB2;Proportion of population aged 60 years and more;Percentage;2016;26.6
Trier;DEB2;Proportion of population aged 60 years and more;Percentage;2020;28.4
Trier;DEB2;Proportion of population aged 60 years and more;Percentage;2022;29.4
Trier;DEB2;Proportion of population aged 65-69 years;Percentage;2016;5.1
Trier;DEB2;Proportion of population aged 65-69 years;Percentage;2020;6.2
Trier;DEB2;Proportion of population aged 65-69 years;Percentage;2022;6.4
Trier;DEB2;Proportion of population aged 65-79 years;Percentage;2016;14.0
Trier;DEB2;Proportion of population aged 65-79 years;Percentage;2020;14.4
Trier;DEB2;Proportion of population aged 65-79 years;Percentage;2022;14.7
Trier;DEB2;Proportion of population aged 65 years and more;Percentage;2016;19.9
Trier;DEB2;Proportion of population aged 65 years and more;Percentage;2020;21.2
Trier;DEB2;Proportion of population aged 65 years and more;Percentage;2022;21.8
Trier;DEB2;Proportion of population aged 70-74 years;Percentage;2016;4.1
Trier;DEB2;Proportion of population aged 70-74 years;Percentage;2020;4.2
Trier;DEB2;Proportion of population aged 70-74 years;Percentage;2022;5.0
Trier;DEB2;Proportion of population aged 75-79 years;Percentage;2016;4.9
Trier;DEB2;Proportion of population aged 75-79 years;Percentage;2020;4.0
Trier;DEB2;Proportion of population aged 75-79 years;Percentage;2022;3.2
Trier;DEB2;Proportion of population aged 80-84 years;Percentage;2016;3.1
Trier;DEB2;Proportion of population aged 80-84 years;Percentage;2020;3.8
Trier;DEB2;Proportion of population aged 80-84 years;Percentage;2022;3.9
Trier;DEB2;Proportion of population aged 80 years and more;Percentage;2016;5.9
Trier;DEB2;Proportion of population aged 80 years and more;Percentage;2020;6.8
Trier;DEB2;Proportion of population aged 80 years and more;Percentage;2022;7.1
Trier;DEB2;Proportion of population aged 85 years and more;Percentage;2016;2.9
Trier;DEB2;Proportion of population aged 85 years and more;Percentage;2020;3.0
Trier;DEB2;Proportion of population aged 85 years and more;Percentage;2022;3.2
Trier;DEB2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;19.4
Trier;DEB2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;20.3
Trier;DEB2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;20.9
Trier;DEB2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;33.9
Trier;DEB2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;33.9
Trier;DEB2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;34.5
Trier;DEB2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;30.2
Trier;DEB2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;29.9
Trier;DEB2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;30.1
Trier;DEB2;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;43.6
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;50.8
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;54.2
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;56.4
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;83.5
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;88.7
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;93.0
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;63.7
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;66.3
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;68.4
Rheinhessen-Pfalz;DEB3;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;85.7
Rheinhessen-Pfalz;DEB3;Median age of population - females;Year;2016;47.2
Rheinhessen-Pfalz;DEB3;Median age of population - females;Year;2020;47.7
Rheinhessen-Pfalz;DEB3;Median age of population - females;Year;2022;47.8
Rheinhessen-Pfalz;DEB3;Median age of population;Year;2016;46.0
Rheinhessen-Pfalz;DEB3;Median age of population;Year;2020;46.1
Rheinhessen-Pfalz;DEB3;Median age of population;Year;2022;46.1
Rheinhessen-Pfalz;DEB3;Median age of population - males;Year;2016;44.8
Rheinhessen-Pfalz;DEB3;Median age of population - males;Year;2020;44.6
Rheinhessen-Pfalz;DEB3;Median age of population - males;Year;2022;44.4
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;31.1
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;33.2
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;34.6
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;50.0
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;54.1
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;57.3
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;33.8
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;35.8
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;37.2
Rheinhessen-Pfalz;DEB3;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;41.0
Rheinhessen-Pfalz;DEB3;Women per 100 men;Percentage;2016;103.2
Rheinhessen-Pfalz;DEB3;Women per 100 men;Percentage;2020;102.7
Rheinhessen-Pfalz;DEB3;Women per 100 men;Percentage;2022;102.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-14 years;Percentage;2016;13.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-14 years;Percentage;2020;13.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-14 years;Percentage;2022;14.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-19 years;Percentage;2016;18.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-19 years;Percentage;2020;18.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-19 years;Percentage;2022;18.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-4 years;Percentage;2016;4.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-4 years;Percentage;2020;4.8
Rheinhessen-Pfalz;DEB3;Proportion of population aged 0-4 years;Percentage;2022;4.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 10-14 years;Percentage;2016;4.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 10-14 years;Percentage;2020;4.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 10-14 years;Percentage;2022;4.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-19 years;Percentage;2016;5.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-19 years;Percentage;2020;4.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-19 years;Percentage;2022;4.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-24 years;Percentage;2016;11.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-24 years;Percentage;2020;10.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 15-24 years;Percentage;2022;10.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-24 years;Percentage;2016;6.0
