city_name;city_code;value;measurement_date;unit;name
Mayotte;FRY5;32.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;31.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;557.14;2000;Million euro;GDP
Mayotte;FRY5;919.9;2005;Million euro;GDP
Mayotte;FRY5;1431.97;2010;Million euro;GDP
Mayotte;FRY5;1582.53;2012;Million euro;GDP
Mayotte;FRY5;1701.94;2013;Million euro;GDP
Mayotte;FRY5;1854.92;2014;Million euro;GDP
Mayotte;FRY5;2079.41;2015;Million euro;GDP
Mayotte;FRY5;2208.17;2016;Million euro;GDP
Mayotte;FRY5;2419.82;2017;Million euro;GDP
Mayotte;FRY5;2450.77;2018;Million euro;GDP
Mayotte;FRY5;2603.72;2019;Million euro;GDP
Mayotte;FRY5;2711.64;2020;Million euro;GDP
Mayotte;FRY5;2932.17;2021;Million euro;GDP
Mayotte;FRY5;557.14;2000;Million units of national currency;GDP
Mayotte;FRY5;919.9;2005;Million units of national currency;GDP
Mayotte;FRY5;1431.97;2010;Million units of national currency;GDP
Mayotte;FRY5;1582.53;2012;Million units of national currency;GDP
Mayotte;FRY5;1701.94;2013;Million units of national currency;GDP
Mayotte;FRY5;1854.92;2014;Million units of national currency;GDP
Mayotte;FRY5;2079.41;2015;Million units of national currency;GDP
Mayotte;FRY5;2208.17;2016;Million units of national currency;GDP
Mayotte;FRY5;2419.82;2017;Million units of national currency;GDP
Mayotte;FRY5;2450.77;2018;Million units of national currency;GDP
Mayotte;FRY5;2603.72;2019;Million units of national currency;GDP
Mayotte;FRY5;2711.64;2020;Million units of national currency;GDP
Mayotte;FRY5;2932.17;2021;Million units of national currency;GDP
Mayotte;FRY5;497.42;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;821.93;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1267.96;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1383.97;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1513.18;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1645.99;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1848.43;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;1966.23;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;2158.09;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;2197.66;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;2398.32;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;2500.47;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;2704.95;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Mayotte;FRY5;3400.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;4700.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;6300.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;6400.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;6900.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;7200.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;7800.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;8000.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;8400.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;8300.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;8700.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;8700.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;9100.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Mayotte;FRY5;18.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;21.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;25.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;25.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;26.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;27.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;28.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;28.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;29.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;27.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;28.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;29.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Mayotte;FRY5;28.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;8500.0;2000;Euro per inhabitant;GDP
Grad Zagreb;HR05;14900.0;2005;Euro per inhabitant;GDP
Grad Zagreb;HR05;20000.0;2010;Euro per inhabitant;GDP
Grad Zagreb;HR05;19200.0;2012;Euro per inhabitant;GDP
Grad Zagreb;HR05;18800.0;2013;Euro per inhabitant;GDP
Grad Zagreb;HR05;18700.0;2014;Euro per inhabitant;GDP
Grad Zagreb;HR05;19800.0;2015;Euro per inhabitant;GDP
Grad Zagreb;HR05;20800.0;2016;Euro per inhabitant;GDP
Grad Zagreb;HR05;22300.0;2017;Euro per inhabitant;GDP
Grad Zagreb;HR05;23900.0;2018;Euro per inhabitant;GDP
Grad Zagreb;HR05;25500.0;2019;Euro per inhabitant;GDP
Grad Zagreb;HR05;23500.0;2020;Euro per inhabitant;GDP
Grad Zagreb;HR05;27700.0;2021;Euro per inhabitant;GDP
Grad Zagreb;HR05;46.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;68.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;80.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;75.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;72.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;70.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;72.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;74.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;76.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;79.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;81.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;78.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;85.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;6967.74;2000;Million euro;GDP
Grad Zagreb;HR05;11809.59;2005;Million euro;GDP
Grad Zagreb;HR05;15795.45;2010;Million euro;GDP
Grad Zagreb;HR05;15238.68;2012;Million euro;GDP
Grad Zagreb;HR05;14967.89;2013;Million euro;GDP
Grad Zagreb;HR05;14943.35;2014;Million euro;GDP
Grad Zagreb;HR05;15405.78;2015;Million euro;GDP
Grad Zagreb;HR05;16049.92;2016;Million euro;GDP
Grad Zagreb;HR05;17034.55;2017;Million euro;GDP
Grad Zagreb;HR05;18082.36;2018;Million euro;GDP
Grad Zagreb;HR05;19208.08;2019;Million euro;GDP
Grad Zagreb;HR05;17647.06;2020;Million euro;GDP
Grad Zagreb;HR05;20284.13;2021;Million euro;GDP
Grad Zagreb;HR05;7066.23;2000;Million units of national currency;GDP
Grad Zagreb;HR05;11600.03;2005;Million units of national currency;GDP
Grad Zagreb;HR05;15280.99;2010;Million units of national currency;GDP
Grad Zagreb;HR05;15212.79;2012;Million units of national currency;GDP
Grad Zagreb;HR05;15055.5;2013;Million units of national currency;GDP
Grad Zagreb;HR05;15141.49;2014;Million units of national currency;GDP
Grad Zagreb;HR05;15567.72;2015;Million units of national currency;GDP
Grad Zagreb;HR05;16047.37;2016;Million units of national currency;GDP
Grad Zagreb;HR05;16874.48;2017;Million units of national currency;GDP
Grad Zagreb;HR05;17803.24;2018;Million units of national currency;GDP
Grad Zagreb;HR05;18911.08;2019;Million units of national currency;GDP
Grad Zagreb;HR05;17656.19;2020;Million units of national currency;GDP
Grad Zagreb;HR05;20267.71;2021;Million units of national currency;GDP
Grad Zagreb;HR05;11677.89;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;17483.48;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;22493.25;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;23097.39;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;22896.78;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;23071.37;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;24006.36;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;24831.56;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;26264.93;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;27470.41;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;29246.55;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;27549.49;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;31092.11;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Grad Zagreb;HR05;14200.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;22000.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;28500.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;29100.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;28800.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;28900.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;30800.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;32100.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;34300.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;36200.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;38800.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;36700.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;42400.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Grad Zagreb;HR05;77.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;100.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;115.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;113.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;111.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;109.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;112.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;114.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;117.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;120.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;124.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;122.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Grad Zagreb;HR05;131.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;4500.0;2000;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;6700.0;2005;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;7700.0;2010;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;7700.0;2012;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;8000.0;2013;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;7900.0;2014;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;8200.0;2015;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;8700.0;2016;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;9400.0;2017;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;10100.0;2018;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;10800.0;2019;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;10300.0;2020;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;12000.0;2021;Euro per inhabitant;GDP
Sjeverna Hrvatska;HR06;24.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;30.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;31.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;30.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;31.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;30.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;30.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;31.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;32.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;33.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;35.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;34.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;37.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;3998.6;2000;Million euro;GDP
Sjeverna Hrvatska;HR06;5738.24;2005;Million euro;GDP
Sjeverna Hrvatska;HR06;6605.61;2010;Million euro;GDP
Sjeverna Hrvatska;HR06;6592.08;2012;Million euro;GDP
Sjeverna Hrvatska;HR06;6817.53;2013;Million euro;GDP
Sjeverna Hrvatska;HR06;6691.08;2014;Million euro;GDP
Sjeverna Hrvatska;HR06;6897.71;2015;Million euro;GDP
Sjeverna Hrvatska;HR06;7262.62;2016;Million euro;GDP
Sjeverna Hrvatska;HR06;7726.72;2017;Million euro;GDP
Sjeverna Hrvatska;HR06;8234.29;2018;Million euro;GDP
Sjeverna Hrvatska;HR06;8774.69;2019;Million euro;GDP
Sjeverna Hrvatska;HR06;8334.13;2020;Million euro;GDP
Sjeverna Hrvatska;HR06;9446.52;2021;Million euro;GDP
Sjeverna Hrvatska;HR06;4055.12;2000;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;5636.41;2005;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6390.47;2010;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6580.88;2012;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6857.43;2013;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6779.79;2014;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6970.21;2015;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;7261.47;2016;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;7654.11;2017;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;8107.19;2018;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;8639.01;2019;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;8338.45;2020;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;9438.88;2021;Million units of national currency;GDP
Sjeverna Hrvatska;HR06;6701.62;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;8495.16;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;9406.61;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;9991.67;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;10428.95;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;10330.5;2014;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;10748.49;2015;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;11236.33;2016;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;11913.54;2017;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;12509.4;2018;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;13360.49;2019;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;13010.73;2020;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;14479.91;2021;Million purchasing power standards (PPS, EU27 from 2020);GDP
Sjeverna Hrvatska;HR06;7500.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;9900.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;11000.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;11700.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;12200.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;12200.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;12800.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;13500.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;14400.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;15300.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;16400.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;16100.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;18300.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant;GDP
Sjeverna Hrvatska;HR06;41.0;2000;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;45.0;2005;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;44.0;2010;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;45.0;2012;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;47.0;2013;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;46.0;2014;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;46.0;2015;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;48.0;2016;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;49.0;2017;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;51.0;2018;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;53.0;2019;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;54.0;2020;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Sjeverna Hrvatska;HR06;56.0;2021;Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;7700.0;2000;Euro per inhabitant;GDP
Közép-Magyarország;HU1;14700.0;2005;Euro per inhabitant;GDP
Közép-Magyarország;HU1;16400.0;2010;Euro per inhabitant;GDP
Közép-Magyarország;HU1;16400.0;2012;Euro per inhabitant;GDP
Közép-Magyarország;HU1;16400.0;2013;Euro per inhabitant;GDP
Közép-Magyarország;HU1;16900.0;2014;Euro per inhabitant;GDP
Közép-Magyarország;HU1;17400.0;2015;Euro per inhabitant;GDP
Közép-Magyarország;HU1;18000.0;2016;Euro per inhabitant;GDP
Közép-Magyarország;HU1;19700.0;2017;Euro per inhabitant;GDP
Közép-Magyarország;HU1;21000.0;2018;Euro per inhabitant;GDP
Közép-Magyarország;HU1;23100.0;2019;Euro per inhabitant;GDP
Közép-Magyarország;HU1;21600.0;2020;Euro per inhabitant;GDP
Közép-Magyarország;HU1;24200.0;2021;Euro per inhabitant;GDP
Közép-Magyarország;HU1;42.0;2000;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;67.0;2005;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;66.0;2010;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;64.0;2012;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;63.0;2013;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;64.0;2014;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;63.0;2015;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;64.0;2016;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;67.0;2017;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;69.0;2018;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;74.0;2019;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;72.0;2020;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;75.0;2021;Euro per inhabitant in percentage of the EU27 (from 2020) average;GDP
Közép-Magyarország;HU1;21918.79;2000;Million euro;GDP
Közép-Magyarország;HU1;41766.67;2005;Million euro;GDP
Közép-Magyarország;HU1;48540.95;2010;Million euro;GDP
Közép-Magyarország;HU1;48372.04;2012;Million euro;GDP
Közép-Magyarország;HU1;48652.55;2013;Million euro;GDP
Közép-Magyarország;HU1;50315.79;2014;Million euro;GDP
Közép-Magyarország;HU1;52089.35;2015;Million euro;GDP
Közép-Magyarország;HU1;53799.31;2016;Million euro;GDP
Közép-Magyarország;HU1;59112.76;2017;Million euro;GDP
Közép-Magyarország;HU1;63306.93;2018;Million euro;GDP
Közép-Magyarország;HU1;70078.55;2019;Million euro;GDP
Közép-Magyarország;HU1;65717.83;2020;Million euro;GDP
Közép-Magyarország;HU1;73501.09;2021;Million euro;GDP
Közép-Magyarország;HU1;5699760.95;2000;Million units of national currency;GDP
Közép-Magyarország;HU1;10360223.68;2005;Million units of national currency;GDP
Közép-Magyarország;HU1;13372059.71;2010;Million units of national currency;GDP
Közép-Magyarország;HU1;13991613.66;2012;Million units of national currency;GDP
Közép-Magyarország;HU1;14443482.84;2013;Million units of national currency;GDP
Közép-Magyarország;HU1;15532986.63;2014;Million units of national currency;GDP
Közép-Magyarország;HU1;16147697.96;2015;Million units of national currency;GDP
Közép-Magyarország;HU1;16755256.46;2016;Million units of national currency;GDP
Közép-Magyarország;HU1;18277074.59;2017;Million units of national currency;GDP
Közép-Magyarország;HU1;20187946.26;2018;Million units of national currency;GDP
Közép-Magyarország;HU1;22796551.81;2019;Million units of national currency;GDP
Közép-Magyarország;HU1;23083388.46;2020;Million units of national currency;GDP
Közép-Magyarország;HU1;26351611.84;2021;Million units of national currency;GDP
Közép-Magyarország;HU1;43007.0;2000;Million purchasing power standards (PPS, EU27 from 2020);GDP
Közép-Magyarország;HU1;64794.73;2005;Million purchasing power standards (PPS, EU27 from 2020);GDP
Közép-Magyarország;HU1;80050.64;2010;Million purchasing power standards (PPS, EU27 from 2020);GDP
Közép-Magyarország;HU1;82237.34;2012;Million purchasing power standards (PPS, EU27 from 2020);GDP
Közép-Magyarország;HU1;83396.27;2013;Million purchasing power standards (PPS, EU27 from 2020);GDP
